"","date","time_rel_sunrise","ID","UST","does_it_match","Lat","Lon"
"336","20220514",-1558.333364845,"DgTbO","33",0,17.980471,-67.164934
"337","20220514",-1553.119579441,"DgTbO","10",0,17.980471,-67.164934
"338","20220514",-1546.914959137,"DgTbO","7",0,17.980471,-67.164934
"339","20220514",-1540.0593603,"DgTbO","20",0,17.980471,-67.164934
"340","20220514",-1534.117349584,"DgTbO","7",0,17.980471,-67.164934
"341","20220514",-1527.957395058,"DgTbO","153",0,17.980471,-67.164934
"342","20220514",-1521.817151696,"DgTbO","33",0,17.980471,-67.164934
"343","20220514",-1514.346358007,"DgTbO","1",0,17.980471,-67.164934
"344","20220514",-1508.235682431,"DgTbO","20",0,17.980471,-67.164934
"345","20220514",-1501.86875341,"DgTbO","8",0,17.980471,-67.164934
"346","20220514",-1494.309256366,"DgTbO","33",0,17.980471,-67.164934
"347","20220514",-1487.962038509,"DgTbO","1",0,17.980471,-67.164934
"348","20220514",-1482.551133845,"DgTbO","153",0,17.980471,-67.164934
"349","20220514",-1477.100806161,"DgTbO","33",0,17.980471,-67.164934
"350","20220514",-1471.236528793,"DgTbO","7",0,17.980471,-67.164934
"351","20220514",-1464.938590578,"DgTbO","153",0,17.980471,-67.164934
"352","20220514",-1458.906762428,"DgTbO","1",0,17.980471,-67.164934
"353","20220514",-1452.835510564,"DgTbO","20",0,17.980471,-67.164934
"354","20220514",-1447.168352456,"DgTbO","33",0,17.980471,-67.164934
"355","20220514",-1441.599754491,"DgTbO","10",0,17.980471,-67.164934
"356","20220514",-1435.331384061,"DgTbO","7",0,17.980471,-67.164934
"357","20220514",-1429.358691481,"DgTbO","11",0,17.980471,-67.164934
"358","20220514",-1422.93262689,"DgTbO","32",0,17.980471,-67.164934
"359","20220514",-1415.88563812,"DgTbO","8",0,17.980471,-67.164934
"360","20220514",-1409.67640326,"DgTbO","12",0,17.980471,-67.164934
"361","20220514",-1405.004693223,"DgTbO","33",0,17.980471,-67.164934
"362","20220514",-1399.455806255,"DgTbO","8",1,17.980471,-67.164934
"363","20220514",-1393.157864159,"DgTbO","7",0,17.980471,-67.164934
"364","20220514",-1387.618832427,"DgTbO","7",0,17.980471,-67.164934
"365","20220514",-1380.286021735,"DgTbO","10",0,17.980471,-67.164934
"366","20220514",-1373.120762517,"DgTbO","10",1,17.980471,-67.164934
"367","20220514",-1365.837234572,"DgTbO","33",0,17.980471,-67.164934
"368","20220514",-1360.564312905,"DgTbO","153",0,17.980471,-67.164934
"369","20220514",-1354.32551026,"DgTbO","20",0,17.980471,-67.164934
"370","20220514",-1348.086708307,"DgTbO","1",0,17.980471,-67.164934
"371","20220514",-1341.818344086,"DgTbO","20",0,17.980471,-67.164934
"372","20220514",-1335.668244796,"DgTbO","7",0,17.980471,-67.164934
"373","20220514",-1330.336187559,"DgTbO","20",0,17.980471,-67.164934
"374","20220514",-1322.855538635,"DgTbO","33",0,17.980471,-67.164934
